name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
EBIT,"103,622,000,000","27,435,000,000","27,809,000,000","25,209,000,000","23,169,000,000","20,829,000,000","22,072,000,000","20,983,000,000","20,693,000,000","23,040,000,000","21,063,000,000","19,958,000,000","17,869,000,000","18,908,000,000","16,713,000,000","14,108,000,000","13,457,000,000","14,739,000,000","13,323,000,000","13,265,000,000","11,157,000,000","11,057,000,000","10,895,000,000","11,352,000,000","9,332,000,000","9,867,000,000","8,656,000,000","6,200,000,000","7,703,000,000","8,543,000,000","7,264,000,000","3,692,000,000","5,376,000,000","6,164,000,000","5,762,000,000","-1,509,000,000","6,728,000,000","8,012,000,000","6,057,000,000","6,746,000,000","7,132,000,000","8,013,000,000","6,526,000,000","6,265,000,000","7,712,000,000","7,875,000,000","5,629,000,000","1,076,000,000","6,458,000,000","8,334,000,000","7,400,000,000","6,413,000,000","5,709,000,000","8,569,000,000","7,275,000,000","6,996,000,000","5,379,000,000","8,921,000,000","4,803,000,000","3,987,000,000","4,438,000,000","5,939,000,000","5,999,000,000","5,684,000,000","4,409,000,000","6,481,000,000","5,918,000,000","3,989,000,000","6,589,000,000","3,472,000,000","4,474,000,000","3,881,000,000","3,888,000,000","4,657,000,000","4,046,000,000","2,989,000,000","3,329,000,000","4,749,000,000","3,494,000,000","3,133,000,000","1,278,000,000","1,475,000,000","3,148,000,000","2,193,000,000","2,744,000,000","2,233,000,000","3,028,000,000","2,874,000,000","3,298,000,000","2,841,000,000","2,897,000,000","2,751,000,000","2,998,000,000","3,194,000,000","2,777,000,000","2,629,000,000","2,735,000,000","2,931,000,000","2,789,000,000","2,958,000,000","2,230,000,000","2,749,000,000","2,082,000,000","1,923,000,000","1,927,000,000","1,663,000,000","1,427,000,000","1,579,000,000","1,568,000,000","1,081,000,000","902,000,000","810,000,000","774,000,000","786,000,000","708,000,000","532,000,000","549,000,000","520,000,000","437,000,000","488,000,000","480,000,000","415,000,000","343,000,000","373,000,000","338,000,000","326,000,000","289,000,000","296,000,000","251,000,000","246,100,000","202,900,000","194,000,000","173,500,000","159,300,000","123,000,000","110,500,000","106,400,000","107,000,000","69,400,000","-341,100,000","197,000,000","209,800,000","176,400,000","-233,000,000","161,800,000","155,900,000","102,600,000","-119,200,000","98,400,000","81,000,000","66,800,000","-74,700,000","50,500,000","42,600,000","42,600,000"
EBITDA,"120,925,000,000","33,394,000,000","31,730,000,000","29,083,000,000","26,718,000,000","24,477,000,000","24,862,000,000","24,962,000,000","24,466,000,000","26,536,000,000","24,275,000,000","23,302,000,000","20,805,000,000","21,669,000,000","19,358,000,000","17,612,000,000","16,575,000,000","17,942,000,000","16,294,000,000","16,189,000,000","14,083,000,000","14,052,000,000","13,732,000,000","13,868,000,000","12,042,000,000","12,403,000,000","11,155,000,000","8,543,000,000","10,156,000,000","10,709,000,000","9,080,000,000","5,602,000,000","7,083,000,000","7,708,000,000","7,223,000,000","-16,000,000","8,243,000,000","9,533,000,000","7,485,000,000","8,488,000,000","8,387,000,000","9,274,000,000","7,480,000,000","7,248,000,000","8,765,000,000","8,884,000,000","6,339,000,000","1,873,000,000","7,224,000,000","9,012,000,000","8,126,000,000","7,102,000,000","6,429,000,000","9,232,000,000","7,969,000,000","7,714,000,000","6,073,000,000","9,536,000,000","5,449,000,000","4,668,000,000","5,102,000,000","6,571,000,000","6,584,000,000","6,292,000,000","4,941,000,000","6,962,000,000","6,353,000,000","4,370,000,000","7,034,000,000","3,837,000,000","4,723,000,000","4,142,000,000","4,065,000,000","4,888,000,000","4,280,000,000","3,271,000,000","3,611,000,000","4,857,000,000","3,677,000,000","3,442,000,000","1,527,000,000","1,775,000,000","3,476,000,000","2,665,000,000","3,163,000,000","2,508,000,000","3,301,000,000","3,233,000,000","3,446,000,000","3,136,000,000","3,179,000,000","3,315,000,000","3,481,000,000","3,433,000,000","3,027,000,000","2,337,000,000","3,010,000,000","3,256,000,000","3,134,000,000","3,454,000,000","2,388,000,000","2,926,000,000","2,261,000,000","2,171,000,000","2,206,000,000","1,932,000,000","1,655,000,000","1,722,000,000","1,676,000,000","1,225,000,000","1,064,000,000","954,000,000","963,000,000","864,000,000","777,000,000","598,000,000","619,000,000","586,000,000","504,000,000","564,000,000","553,000,000","462,000,000","384,000,000","412,000,000","376,000,000","362,000,000","327,000,000","335,300,000","278,500,000","270,900,000","223,600,000","222,200,000","192,600,000","174,800,000","136,000,000","124,300,000","118,400,000","118,000,000","78,900,000","-341,100,000","197,000,000","209,800,000","176,400,000","-233,000,000","161,800,000","155,900,000","102,600,000","-119,200,000","98,400,000","81,000,000","66,800,000","-74,700,000","50,500,000","42,600,000","42,600,000"
ReconciledCostOfRevenue,"68,848,000,000","19,623,000,000","16,302,000,000","16,795,000,000","16,128,000,000","17,488,000,000","15,452,000,000","16,429,000,000","15,615,000,000","16,960,000,000","13,646,000,000","13,991,000,000","13,045,000,000","14,194,000,000","11,002,000,000","12,339,000,000","10,975,000,000","12,358,000,000","10,406,000,000","10,412,000,000","10,170,000,000","12,423,000,000","9,905,000,000","9,742,000,000","9,269,000,000","11,064,000,000","8,278,000,000","8,456,000,000","8,060,000,000","9,901,000,000","7,844,000,000","7,979,000,000","7,722,000,000","9,872,000,000","7,207,000,000","7,468,000,000","7,161,000,000","10,136,000,000","8,273,000,000","7,595,000,000","5,978,000,000","8,322,000,000","5,145,000,000","5,602,000,000","4,787,000,000","5,692,000,000","4,168,000,000","4,163,000,000","3,952,000,000","5,638,000,000","3,777,000,000","3,708,000,000","3,897,000,000","4,833,000,000","3,139,000,000","3,170,000,000","2,755,000,000","3,628,000,000","2,842,000,000","2,586,000,000","2,814,000,000","3,907,000,000","2,848,000,000","2,866,000,000","2,514,000,000","3,543,000,000","2,675,000,000","3,237,000,000","2,140,000,000","3,620,000,000","1,696,000,000","2,130,000,000","2,028,000,000","2,239,000,000","1,253,000,000","1,410,000,000","1,363,000,000","1,922,000,000","1,405,000,000","1,481,000,000","1,411,000,000","2,344,000,000","1,480,000,000","1,238,000,000","1,274,000,000","2,137,000,000","1,344,000,000","1,368,000,000","1,395,000,000","1,544,000,000","884,000,000","1,717,000,000","899,000,000","864,000,000","825,000,000","1,074,000,000","477,000,000","431,000,000","367,000,000","1,228,000,000","550,000,000","611,000,000","470,000,000","66,000,000","38,000,000","44,000,000","25,000,000","99,000,000","189,000,000","152,000,000","88,000,000","97,000,000","106,000,000","252,000,000","253,000,000","168,000,000","165,000,000","156,000,000","119,000,000","135,000,000","135,000,000","138,000,000","118,000,000","141,000,000","123,000,000","121,000,000","97,000,000","97,400,000","82,600,000","90,300,000","83,800,000","69,300,000","76,400,000","78,100,000","63,000,000","56,200,000","54,100,000","54,800,000","41,300,000",,,,,,,,,,,,,,,,
ReconciledDepreciation,"17,303,000,000","5,959,000,000","3,921,000,000","3,874,000,000","3,549,000,000","3,648,000,000","2,790,000,000","3,979,000,000","3,773,000,000","3,496,000,000","3,212,000,000","3,344,000,000","2,936,000,000","2,761,000,000","2,645,000,000","3,504,000,000","3,118,000,000","3,203,000,000","2,971,000,000","2,924,000,000","2,926,000,000","2,995,000,000","2,837,000,000","2,516,000,000","2,710,000,000","2,536,000,000","2,499,000,000","2,343,000,000","2,453,000,000","2,166,000,000","1,816,000,000","1,910,000,000","1,707,000,000","1,544,000,000","1,461,000,000","1,493,000,000","1,515,000,000","1,521,000,000","1,428,000,000","1,742,000,000","1,255,000,000","1,261,000,000","954,000,000","983,000,000","1,053,000,000","1,009,000,000","710,000,000","797,000,000","766,000,000","678,000,000","726,000,000","689,000,000","720,000,000","663,000,000","694,000,000","718,000,000","694,000,000","615,000,000","646,000,000","681,000,000","664,000,000","632,000,000","585,000,000","608,000,000","532,000,000","481,000,000","435,000,000","381,000,000","445,000,000","365,000,000","249,000,000","261,000,000","177,000,000","231,000,000","234,000,000","282,000,000","282,000,000","108,000,000","183,000,000","309,000,000","249,000,000","300,000,000","328,000,000","472,000,000","419,000,000","275,000,000","273,000,000","359,000,000","148,000,000","295,000,000","282,000,000","564,000,000","483,000,000","239,000,000","250,000,000","-292,000,000","275,000,000","325,000,000","345,000,000","496,000,000","158,000,000","177,000,000","179,000,000","248,000,000","279,000,000","269,000,000","228,000,000","143,000,000","108,000,000","144,000,000","162,000,000","144,000,000","189,000,000","78,000,000","69,000,000","66,000,000","70,000,000","66,000,000","67,000,000","76,000,000","73,000,000","47,000,000","41,000,000","39,000,000","38,000,000","36,000,000","38,000,000","39,300,000","27,500,000","24,800,000","20,700,000","28,200,000","19,100,000","15,500,000","13,000,000","13,800,000","12,000,000","11,000,000","9,500,000",,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,581,000,000","2,409,000,000","2,385,000,000","2,436,000,000","2,191,000,000","2,202,000,000","1,917,000,000","1,983,000,000","1,683,000,000","1,357,000,000","1,337,000,000","1,133,000,000","663,000,000","1,057,000,000","1,042,000,000","741,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000",,,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"-4,000,000","-162,000,000","-115,000,000","111,000,000","162,000,000","-232,000,000","-56,000,000","-80,000,000","-179,000,000","294,000,000","299,000,000","344,000,000","296,000,000","396,000,000","267,000,000","106,000,000","-188,000,000","179,000,000","-69,000,000","272,000,000","132,000,000","61,000,000","245,000,000","1,034,000,000","458,000,000","624,000,000","514,000,000","587,000,000","1,020,000,000","810,000,000","564,000,000","-459,000,000","142,000,000","152,000,000","62,000,000","-7,898,000,000","-29,000,000","202,000,000","-892,000,000","203,000,000","230,000,000","155,000,000","112,000,000","87,000,000","180,000,000","137,000,000","119,000,000","-5,647,000,000","104,000,000","290,000,000","201,000,000","-27,000,000","316,000,000","199,000,000","-51,000,000","662,000,000","2,000,000","211,000,000","118,000,000","-5,000,000","-552,000,000","-476,000,000","-215,000,000","67,000,000","175,000,000","133,000,000","59,000,000","-990,000,000","382,000,000","333,000,000","567,000,000","465,000,000","428,000,000","480,000,000","506,000,000","884,000,000","497,000,000","417,000,000","279,000,000","570,000,000","1,012,000,000","842,000,000","763,000,000","280,000,000","472,000,000","375,000,000","41,000,000","-1,080,000,000","306,000,000","136,000,000","-1,429,000,000","-3,072,000,000","200,000,000","332,000,000","696,000,000","1,022,000,000","551,000,000","479,000,000","266,000,000","430,000,000","719,000,000","302,000,000","421,000,000","165,000,000","130,000,000","107,000,000","-225,000,000","47,000,000","35,000,000","59,000,000","43,000,000","50,000,000","90,000,000","99,000,000","62,000,000","15,000,000","43,000,000","37,000,000","34,000,000","52,000,000","-98,000,000","23,000,000","19,000,000","17,000,000","19,000,000","21,000,000","18,000,000","13,000,000","11,900,000","11,600,000","8,800,000","6,600,000","6,000,000","4,200,000","4,000,000","7,100,000","4,200,000","2,500,000","3,500,000",,,,,,,,,,,,,,,,
TotalUnusualItems,"-4,000,000","-162,000,000","-115,000,000","111,000,000","162,000,000","-232,000,000","-56,000,000","-80,000,000","-179,000,000","294,000,000","299,000,000","344,000,000","296,000,000","396,000,000","267,000,000","106,000,000","-188,000,000","179,000,000","-69,000,000","272,000,000","132,000,000","61,000,000","245,000,000","1,034,000,000","458,000,000","624,000,000","514,000,000","587,000,000","1,020,000,000","810,000,000","564,000,000","-459,000,000","142,000,000","152,000,000","62,000,000","-7,898,000,000","-29,000,000","202,000,000","-892,000,000","203,000,000","230,000,000","155,000,000","112,000,000","87,000,000","180,000,000","137,000,000","119,000,000","-5,647,000,000","104,000,000","290,000,000","201,000,000","-27,000,000","316,000,000","199,000,000","-51,000,000","662,000,000","2,000,000","211,000,000","118,000,000","-5,000,000","-552,000,000","-476,000,000","-215,000,000","67,000,000","175,000,000","133,000,000","59,000,000","-990,000,000","382,000,000","333,000,000","567,000,000","465,000,000","428,000,000","480,000,000","506,000,000","884,000,000","497,000,000","417,000,000","279,000,000","570,000,000","1,012,000,000","842,000,000","763,000,000","280,000,000","472,000,000","375,000,000","41,000,000","-1,080,000,000","306,000,000","136,000,000","-1,429,000,000","-3,072,000,000","200,000,000","332,000,000","696,000,000","1,022,000,000","551,000,000","479,000,000","266,000,000","430,000,000","719,000,000","302,000,000","421,000,000","165,000,000","130,000,000","107,000,000","-225,000,000","47,000,000","35,000,000","59,000,000","43,000,000","50,000,000","90,000,000","99,000,000","62,000,000","15,000,000","43,000,000","37,000,000","34,000,000","52,000,000","-98,000,000","23,000,000","19,000,000","17,000,000","19,000,000","21,000,000","18,000,000","13,000,000","11,900,000","11,600,000","8,800,000","6,600,000","6,000,000","4,200,000","4,000,000","7,100,000","4,200,000","2,500,000","3,500,000",,,,,,,,,,,,,,,,
NormalizedEBITDA,"120,929,000,000","33,556,000,000","31,845,000,000","28,972,000,000","26,556,000,000","24,709,000,000","24,918,000,000","25,042,000,000","24,645,000,000","26,242,000,000","23,976,000,000","22,958,000,000","20,509,000,000","21,273,000,000","19,091,000,000","17,506,000,000","16,763,000,000","17,763,000,000","16,363,000,000","15,917,000,000","13,951,000,000","13,991,000,000","13,487,000,000","12,834,000,000","11,584,000,000","11,779,000,000","10,641,000,000","7,956,000,000","9,136,000,000","9,899,000,000","8,516,000,000","6,061,000,000","6,941,000,000","7,556,000,000","7,161,000,000","7,882,000,000","8,272,000,000","9,331,000,000","8,377,000,000","8,285,000,000","8,157,000,000","9,119,000,000","7,368,000,000","7,161,000,000","8,585,000,000","8,747,000,000","6,220,000,000","7,520,000,000","7,120,000,000","8,722,000,000","7,925,000,000","7,129,000,000","6,113,000,000","9,033,000,000","8,020,000,000","7,052,000,000","6,071,000,000","9,325,000,000","5,331,000,000","4,673,000,000","5,654,000,000","7,047,000,000","6,799,000,000","6,225,000,000","4,766,000,000","6,829,000,000","6,294,000,000","5,360,000,000","6,652,000,000","3,504,000,000","4,156,000,000","3,677,000,000","3,637,000,000","4,408,000,000","3,774,000,000","2,387,000,000","3,114,000,000","4,440,000,000","3,398,000,000","2,872,000,000","515,000,000","933,000,000","2,713,000,000","2,385,000,000","2,691,000,000","2,133,000,000","3,260,000,000","4,313,000,000","3,140,000,000","3,000,000,000","4,608,000,000","6,387,000,000","3,281,000,000","3,101,000,000","2,331,000,000","1,315,000,000","2,459,000,000","2,777,000,000","2,868,000,000","3,024,000,000","1,669,000,000","2,624,000,000","1,840,000,000","2,006,000,000","2,076,000,000","1,825,000,000","1,880,000,000","1,675,000,000","1,641,000,000","1,166,000,000","1,021,000,000","904,000,000","873,000,000","765,000,000","715,000,000","583,000,000","576,000,000","549,000,000","470,000,000","512,000,000","651,000,000","439,000,000","365,000,000","395,000,000","357,000,000","341,000,000","309,000,000","322,300,000","266,600,000","259,300,000","214,800,000","215,600,000","186,600,000","170,600,000","132,000,000","117,200,000","114,200,000","115,500,000","75,400,000","-341,100,000","197,000,000","209,800,000","176,400,000","-233,000,000","161,800,000","155,900,000","102,600,000","-119,200,000","98,400,000","81,000,000","66,800,000","-74,700,000","50,500,000","42,600,000","42,600,000"
TaxRateForCalcs,"0.184","0.18","0.18","0.188","0.19","0.19","0.19","0.183","0.17","0.17","0","0.152","0.1","0.16","0.14","0.165","0.16","0.17","0.16","0.27","0.16","0.19","0.14","0.169","0.14","0.4","0.18","0.4","0.23","0.22","0.17","0.067","0.25","0.14","0.11","0.4","0.24","0.25","0.23","0.299","0.19","0.17","0.18","0.192","0.2","0.18","0.19","0.35","0.2","0.2","0.21","0.07","0.132","0.22","0.252","0.25","0.25","0.25","0.25","0.265","0.265","0.26","0.27","0.28","0.088","0.31","0.31","0.292","0.293","0.31","0.31","0.336","0.31","0.289","0.31","0.042","0.33","0.33","0.33","0.274","0.4","0.33","0.33","0.33","0.33","0.282","0.33","0.32","0.32","0.32","0.32","0.337","0.33","0.33","0.33","0.34","0.34","0.34","0.34","0.35","0.35","0.35","0.328","0.35","0.35","0.36","0.4","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.352","0.327","0.331","0.33","0.329","0.33","0.33","0.34","0.34","0.321","0.319","0.32","0.319","0.32","0.32","0.32","0.32","0.31","0.31","0.309","0.31","0.32","0.32","0.32","0.32",,,,,,,,,,,,,,,,
TaxEffectOfUnusualItems,"-737,832.23","-29,160,000","-20,700,000","20,855,987.382","30,780,000","-44,080,000","-10,640,000","-14,631,717.675","-30,430,000","49,980,000","0","52,242,617.882","29,600,000","63,360,000","37,380,000","17,532,409.477","-30,080,000","30,430,000","-11,040,000","73,440,000","21,120,000","11,590,000","34,300,000","174,947,378.277","64,120,000","249,600,000","92,520,000","234,800,000","234,600,000","178,200,000","95,880,000","-30,855,990.439","35,500,000","21,280,000","6,820,000","-3,159,200,000","-6,960,000","50,500,000","-205,160,000","60,649,992.398","43,700,000","26,350,000","20,160,000","16,706,265.256","36,000,000","24,660,000","22,610,000","-1,976,450,000","20,800,000","58,000,000","42,210,000","-1,901,408.451","41,591,369.295","43,780,000","-12,838,174.274","165,500,000","499,906.385","52,755,938.309","29,493,809.024","-1,324,239.498","-146,245,925.926","-123,601,277.049","-58,065,431.481","18,759,550.938","15,353,430.353","41,206,598.24","18,290,379.665","-288,634,453.782","112,062,831.731","103,181,865.966","175,802,618.528","156,164,866.134","132,714,716.107","138,664,590.228","156,846,660.808","36,861,952.862","163,977,516.34","137,628,554.846","92,063,344.818","156,042,116.631","404,800,000","277,874,567.474","251,725,455.012","92,389,257.063","155,758,523.616","105,595,146.379","13,536,593.371","-345,715,559.519","97,895,678.092","43,510,277.033","-457,401,165.872","-1,034,448,979.592","65,992,345.544","109,593,055.91","229,651,090.343","347,664,749.384","187,275,947.966","162,867,786.508","90,456,024.096","150,525,383.707","251,613,428.281","105,714,847.591","137,922,493.008","57,765,804.598","45,503,159.942","38,507,909.605","-90,000,000","16,447,109.471","12,248,908.297","20,650,000","15,061,375.661","17,500,000","31,458,333.333","34,677,966.102","21,820,779.221","4,908,592.322","14,236,486.486","12,222,621.185","11,188,959.66","17,140,740.741","-32,324,607.33","7,824,200.913","6,455,801.105","5,448,717.949","6,067,226.891","6,717,579.251","5,745,928.339","4,160,841.424","3,806,732.598","3,713,620.489","2,814,170.997","2,046,460.618","1,861,838.44","1,299,816.514","1,240,944.882","2,270,068.027","1,344,303.797","799,086.758","1,118,655.693",,,,,,,,,,,,,,,,
